case_id,resource,role,activity,FixedCost,ResourceCost,start_time,end_time,enabled_time
567,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-30T13:20:28.748,2023-03-30T13:40:28.748,2023-03-30T13:20:28.748
567,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-03-30T13:40:28.748,2023-03-30T13:42:31.077,2023-03-30T13:40:28.748
569,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-30T13:32:42.204,2023-03-30T13:43:49.452,2023-03-30T13:32:42.204
565,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-30T13:25:58.150,2023-03-30T13:45:58.150,2023-03-30T13:25:58.150
565,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-03-30T13:45:58.150,2023-03-30T13:48:00.974,2023-03-30T13:45:58.150
566,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-03-30T13:30:53.499,2023-03-30T13:50:53.499,2023-03-30T13:30:53.499
563,Clerk-000006,Clerk,Reject application,0,0.17,2023-03-30T13:41:10.199,2023-03-30T13:51:10.199,2023-03-30T13:41:10.199
570,Clerk-000004,Clerk,Check application form completeness,0,0.04,2023-03-30T14:00:00.000,2023-03-30T14:02:07.586,2023-03-30T14:00:00.000
567,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-03-30T13:42:31.077,2023-03-30T14:02:31.077,2023-03-30T13:42:31.077
570,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-30T14:02:07.586,2023-03-30T14:04:20.192,2023-03-30T14:02:07.586
565,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-03-30T13:48:00.974,2023-03-30T14:08:00.974,2023-03-30T13:48:00.974
568,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-30T13:33:40.992,2023-03-30T14:10:22.368,2023-03-30T13:33:40.992
568,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-03-30T14:10:55.305,2023-03-30T14:30:55.305,2023-03-30T14:10:55.305
568,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-03-30T14:30:55.305,2023-03-30T14:33:32.330,2023-03-30T14:30:55.305
569,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-30T14:16:54.575,2023-03-30T14:36:54.575,2023-03-30T14:16:54.575
564,Clerk-000003,Clerk,Reject application,0,0.17,2023-03-30T14:34:12.573,2023-03-30T14:44:12.573,2023-03-30T14:34:12.573
571,Clerk-000008,Clerk,Check application form completeness,0,0.37,2023-03-30T14:30:00.000,2023-03-30T14:52:28.401,2023-03-30T14:30:00.000
568,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-03-30T14:33:32.330,2023-03-30T14:53:32.330,2023-03-30T14:33:32.330
570,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-03-30T14:36:02.754,2023-03-30T14:56:02.754,2023-03-30T14:36:02.754
571,Clerk-000006,Clerk,Return application back to applicant,0,0.08,2023-03-30T14:52:28.401,2023-03-30T14:57:28.401,2023-03-30T14:52:28.401
566,Clerk-000002,Clerk,Reject application,0,0.17,2023-03-30T14:50:53.499,2023-03-30T15:00:53.499,2023-03-30T14:50:53.499
567,Clerk-000004,Clerk,Cancel application,0,0.08,2023-03-30T15:02:31.077,2023-03-30T15:07:31.077,2023-03-30T15:02:31.077
565,Clerk-000005,Clerk,Cancel application,0,0.08,2023-03-30T15:08:00.974,2023-03-30T15:13:00.974,2023-03-30T15:08:00.974
572,Clerk-000001,Clerk,Check application form completeness,0,0.33,2023-03-30T15:00:00.000,2023-03-30T15:19:47.895,2023-03-30T15:00:00.000
572,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-30T15:19:47.895,2023-03-30T15:24:29.321,2023-03-30T15:19:47.895
573,Clerk-000003,Clerk,Check application form completeness,0,0.03,2023-03-30T15:30:00.000,2023-03-30T15:32:05.334,2023-03-30T15:30:00.000
573,Clerk-000008,Clerk,Return application back to applicant,0,0.08,2023-03-30T15:32:05.334,2023-03-30T15:37:05.334,2023-03-30T15:32:05.334
569,Clerk-000006,Clerk,Reject application,0,0.17,2023-03-30T15:36:54.575,2023-03-30T15:46:54.575,2023-03-30T15:36:54.575
571,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-03-30T14:57:28.401,2023-03-30T15:57:28.401,2023-03-30T14:57:28.401
568,Clerk-000002,Clerk,Approve application,0,0.08,2023-03-30T15:53:32.330,2023-03-30T15:58:32.330,2023-03-30T15:53:32.330
570,Clerk-000004,Clerk,Reject application,0,0.17,2023-03-30T15:56:02.754,2023-03-31T08:06:02.754,2023-03-30T15:56:02.754
572,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-03-30T15:55:41.207,2023-03-31T08:15:41.207,2023-03-30T15:55:41.207
574,Clerk-000001,Clerk,Check application form completeness,0,0.29,2023-03-31T08:00:00.000,2023-03-31T08:17:19.186,2023-03-30T16:00:00.000
572,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-03-31T08:15:41.207,2023-03-31T08:20:08.081,2023-03-31T08:15:41.207
572,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-03-31T08:20:08.081,2023-03-31T08:40:08.081,2023-03-31T08:20:08.081
575,Clerk-000003,Clerk,Check application form completeness,0,0.18,2023-03-31T08:30:00.000,2023-03-31T08:40:32.759,2023-03-31T08:30:00.000
575,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T08:40:32.759,2023-03-31T08:43:44.495,2023-03-31T08:40:32.759
573,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-03-30T15:57:28.401,2023-03-31T08:57:28.401,2023-03-30T15:37:05.334
571,Clerk-000005,Clerk,Check application form completeness,0,1.15,2023-03-30T15:57:28.401,2023-03-31T09:06:23.539,2023-03-30T15:57:28.401
575,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-31T08:57:44.013,2023-03-31T09:17:44.013,2023-03-31T08:57:44.013
573,Clerk-000006,Clerk,Check application form completeness,0,0.45,2023-03-31T08:57:28.401,2023-03-31T09:24:30.490,2023-03-31T08:57:28.401
576,Clerk-000002,Clerk,Check application form completeness,0,0.44,2023-03-31T09:00:00.000,2023-03-31T09:26:39.203,2023-03-31T09:00:00.000
575,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-03-31T09:17:44.013,2023-03-31T09:27:21.287,2023-03-31T09:17:44.013
577,Clerk-000007,Clerk,Check application form completeness,0,0.03,2023-03-31T09:30:00.000,2023-03-31T09:32:03.360,2023-03-31T09:30:00.000
572,Clerk-000005,Clerk,Cancel application,0,0.08,2023-03-31T09:40:08.081,2023-03-31T09:45:08.081,2023-03-31T09:40:08.081
574,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T08:17:19.186,2023-03-31T09:45:13.305,2023-03-31T08:17:19.186
575,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-03-31T09:27:21.287,2023-03-31T09:47:21.287,2023-03-31T09:27:21.287
573,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T09:45:13.305,2023-03-31T09:56:09.751,2023-03-31T09:24:30.490
574,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-03-31T09:45:13.305,2023-03-31T10:05:13.305,2023-03-31T09:45:13.305
578,Clerk-000004,Clerk,Check application form completeness,0,0.16,2023-03-31T10:00:00.000,2023-03-31T10:09:44.436,2023-03-31T10:00:00.000
573,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-31T09:56:09.751,2023-03-31T10:16:09.751,2023-03-31T09:56:09.751
574,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-03-31T10:05:13.305,2023-03-31T10:34:13.835,2023-03-31T10:05:13.305
579,Clerk-000002,Clerk,Check application form completeness,0,0.26,2023-03-31T10:30:00.000,2023-03-31T10:45:39.422,2023-03-31T10:30:00.000
575,Clerk-000007,Clerk,Approve application,0,0.08,2023-03-31T10:47:21.287,2023-03-31T10:52:21.287,2023-03-31T10:47:21.287
574,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-03-31T10:34:13.835,2023-03-31T10:54:13.835,2023-03-31T10:34:13.835
576,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T09:56:09.751,2023-03-31T10:56:12.330,2023-03-31T09:26:39.203
571,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T09:06:23.539,2023-03-31T10:59:59.934,2023-03-31T09:06:23.539
580,Clerk-000005,Clerk,Check application form completeness,0,0.01,2023-03-31T11:00:00.000,2023-03-31T11:00:23.075,2023-03-31T11:00:00.000
578,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T10:59:59.934,2023-03-31T11:06:54.322,2023-03-31T10:09:44.436
579,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T11:06:54.322,2023-03-31T11:15:38.723,2023-03-31T10:45:39.422
576,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-03-31T10:56:12.330,2023-03-31T11:16:12.330,2023-03-31T10:56:12.330
571,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-03-31T10:59:59.934,2023-03-31T11:19:59.934,2023-03-31T10:59:59.934
573,Clerk-000004,Clerk,Reject application,0,0.17,2023-03-31T11:16:09.751,2023-03-31T11:26:09.751,2023-03-31T11:16:09.751
578,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-31T11:06:54.322,2023-03-31T11:26:54.322,2023-03-31T11:06:54.322
578,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-03-31T11:26:54.322,2023-03-31T11:28:26.003,2023-03-31T11:26:54.322
579,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-31T11:15:38.723,2023-03-31T11:35:38.723,2023-03-31T11:15:38.723
580,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T11:15:38.723,2023-03-31T11:37:28.443,2023-03-31T11:00:23.075
581,Clerk-000006,Clerk,Check application form completeness,0,0.26,2023-03-31T11:30:00.000,2023-03-31T11:45:38.000,2023-03-31T11:30:00.000
578,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-03-31T11:28:26.003,2023-03-31T11:48:26.003,2023-03-31T11:28:26.003
574,Clerk-000002,Clerk,Cancel application,0,0.08,2023-03-31T11:54:13.835,2023-03-31T11:59:13.835,2023-03-31T11:54:13.835
582,Clerk-000001,Clerk,Check application form completeness,0,0.11,2023-03-31T12:00:00.000,2023-03-31T12:06:52.264,2023-03-31T12:00:00.000
580,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-31T11:51:02.633,2023-03-31T12:11:02.633,2023-03-31T11:51:02.633
579,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-03-31T11:35:38.723,2023-03-31T12:12:17.574,2023-03-31T11:35:38.723
577,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T10:56:12.330,2023-03-31T12:19:39.868,2023-03-31T09:32:03.360
581,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T11:45:38.000,2023-03-31T12:24:47.783,2023-03-31T11:45:38.000
576,Clerk-000005,Clerk,Reject application,0,0.17,2023-03-31T12:16:12.330,2023-03-31T12:26:12.330,2023-03-31T12:16:12.330
571,Clerk-000008,Clerk,Reject application,0,0.17,2023-03-31T12:19:59.934,2023-03-31T12:29:59.934,2023-03-31T12:19:59.934
579,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-03-31T12:12:17.574,2023-03-31T12:32:17.574,2023-03-31T12:12:17.574
583,Clerk-000004,Clerk,Check application form completeness,0,0.06,2023-03-31T12:30:00.000,2023-03-31T12:33:22.951,2023-03-31T12:30:00.000
582,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T12:19:39.868,2023-03-31T12:36:45.280,2023-03-31T12:06:52.264
577,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-03-31T12:19:39.868,2023-03-31T12:39:39.868,2023-03-31T12:19:39.868
581,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-31T12:24:47.783,2023-03-31T12:44:47.783,2023-03-31T12:24:47.783
578,Clerk-000003,Clerk,Cancel application,0,0.08,2023-03-31T12:48:26.003,2023-03-31T12:53:26.003,2023-03-31T12:48:26.003
583,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T12:33:22.951,2023-03-31T13:15:53.638,2023-03-31T12:33:22.951
580,Clerk-000001,Clerk,Reject application,0,0.17,2023-03-31T13:11:02.633,2023-03-31T13:21:02.633,2023-03-31T13:11:02.633
584,Clerk-000002,Clerk,Check application form completeness,0,0.5,2023-03-31T13:00:00.000,2023-03-31T13:30:03.082,2023-03-31T13:00:00.000
582,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-31T13:10:57.406,2023-03-31T13:30:57.406,2023-03-31T13:10:57.406
579,Clerk-000004,Clerk,Approve application,0,0.08,2023-03-31T13:32:17.574,2023-03-31T13:37:17.574,2023-03-31T13:32:17.574
585,Clerk-000005,Clerk,Check application form completeness,0,0.28,2023-03-31T13:30:00.000,2023-03-31T13:46:41.631,2023-03-31T13:30:00.000
585,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T13:46:41.631,2023-03-31T13:46:47.641,2023-03-31T13:46:41.631
577,Clerk-000006,Clerk,Reject application,0,0.17,2023-03-31T13:39:39.868,2023-03-31T13:49:39.868,2023-03-31T13:39:39.868
581,Clerk-000003,Clerk,Reject application,0,0.17,2023-03-31T13:44:47.783,2023-03-31T13:54:47.783,2023-03-31T13:44:47.783
583,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-03-31T13:44:06.994,2023-03-31T14:04:06.994,2023-03-31T13:44:06.994
586,Clerk-000001,Clerk,Check application form completeness,0,0.49,2023-03-31T14:00:00.000,2023-03-31T14:29:21.804,2023-03-31T14:00:00.000
587,Clerk-000004,Clerk,Check application form completeness,0,0.05,2023-03-31T14:30:00.000,2023-03-31T14:33:16.591,2023-03-31T14:30:00.000
585,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-03-31T14:20:08.645,2023-03-31T14:40:08.645,2023-03-31T14:20:08.645
582,Clerk-000005,Clerk,Reject application,0,0.17,2023-03-31T14:30:57.406,2023-03-31T14:40:57.406,2023-03-31T14:30:57.406
583,Clerk-000003,Clerk,Reject application,0,0.17,2023-03-31T15:04:06.994,2023-03-31T15:14:06.994,2023-03-31T15:04:06.994
588,Clerk-000007,Clerk,Check application form completeness,0,0.25,2023-03-31T15:00:00.000,2023-03-31T15:15:15.730,2023-03-31T15:00:00.000
584,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T13:30:03.082,2023-03-31T15:19:39.164,2023-03-31T13:30:03.082
587,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T15:19:39.164,2023-03-31T15:26:56.720,2023-03-31T14:33:16.591
584,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-03-31T15:19:39.164,2023-03-31T15:39:39.164,2023-03-31T15:19:39.164
589,Clerk-000001,Clerk,Check application form completeness,0,0.19,2023-03-31T15:30:00.000,2023-03-31T15:41:32.024,2023-03-31T15:30:00.000
588,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T15:26:56.720,2023-03-31T15:45:42.779,2023-03-31T15:15:15.730
587,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-03-31T15:26:56.720,2023-03-31T15:46:56.720,2023-03-31T15:26:56.720
584,Loan Officer-000001,Loan Officer,Design loan offer,0,0.0,2023-03-31T15:39:39.164,2023-03-31T15:47:24.246,2023-03-31T15:39:39.164
585,Clerk-000004,Clerk,Reject application,0,0.17,2023-03-31T15:40:08.645,2023-03-31T15:50:08.645,2023-03-31T15:40:08.645
589,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-03-31T15:45:42.779,2023-03-31T15:57:09.657,2023-03-31T15:41:32.024
584,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-03-31T15:47:24.246,2023-04-03T08:07:24.246,2023-03-31T15:47:24.246
587,Clerk-000002,Clerk,Reject application,0,0.17,2023-04-03T08:00:00.000,2023-04-03T08:10:00.000,2023-03-31T16:46:56.720
590,Clerk-000005,Clerk,Check application form completeness,0,0.29,2023-04-03T08:00:00.000,2023-04-03T08:17:16.805,2023-03-31T16:00:00.000
590,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T08:17:16.805,2023-04-03T08:23:57.412,2023-04-03T08:17:16.805
588,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-04-03T08:21:57.140,2023-04-03T08:41:57.140,2023-04-03T08:21:57.140
591,Clerk-000007,Clerk,Check application form completeness,0,0.31,2023-04-03T08:30:00.000,2023-04-03T08:48:21.118,2023-04-03T08:30:00.000
591,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T08:48:21.118,2023-04-03T08:55:47.123,2023-04-03T08:48:21.118
586,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-03-31T14:29:21.804,2023-04-03T09:01:09.707,2023-03-31T14:29:21.804
592,Clerk-000001,Clerk,Check application form completeness,0,0.06,2023-04-03T09:00:00.000,2023-04-03T09:03:27.313,2023-04-03T09:00:00.000
592,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T09:03:27.313,2023-04-03T09:03:50.633,2023-04-03T09:03:27.313
584,Clerk-000002,Clerk,Approve application,0,0.08,2023-04-03T09:07:24.246,2023-04-03T09:12:24.246,2023-04-03T09:07:24.246
589,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-04-03T08:57:04.703,2023-04-03T09:17:04.703,2023-04-03T08:57:04.703
586,Loan Officer-000002,Loan Officer,Assess loan risk,0,0.0,2023-04-03T09:01:09.707,2023-04-03T09:21:09.707,2023-04-03T09:01:09.707
586,Loan Officer-000003,Loan Officer,Design loan offer,0,0.0,2023-04-03T09:21:09.707,2023-04-03T09:26:59.292,2023-04-03T09:21:09.707
590,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-04-03T09:07:00.387,2023-04-03T09:27:00.387,2023-04-03T09:07:00.387
590,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-04-03T09:27:00.387,2023-04-03T09:28:14.643,2023-04-03T09:27:00.387
593,Clerk-000005,Clerk,Check application form completeness,0,0.01,2023-04-03T09:30:00.000,2023-04-03T09:30:20.117,2023-04-03T09:30:00.000
593,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-04-03T09:30:20.117,2023-04-03T09:31:25.013,2023-04-03T09:30:20.117
589,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-04-03T09:17:04.703,2023-04-03T09:33:32.190,2023-04-03T09:17:04.703
586,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-04-03T09:26:59.292,2023-04-03T09:46:59.292,2023-04-03T09:26:59.292
590,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-04-03T09:28:14.643,2023-04-03T09:48:14.643,2023-04-03T09:28:14.643
591,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-04-03T09:29:52.701,2023-04-03T09:49:52.701,2023-04-03T09:29:52.701
588,Clerk-000008,Clerk,Reject application,0,0.17,2023-04-03T09:41:57.140,2023-04-03T09:51:57.140,2023-04-03T09:41:57.140
594,Clerk-000006,Clerk,Check application form completeness,0,0.09,2023-04-03T10:00:00.000,2023-04-03T10:05:28.446,2023-04-03T10:00:00.000
589,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-04-03T09:46:59.292,2023-04-03T10:06:59.292,2023-04-03T09:33:32.190
594,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T10:05:28.446,2023-04-03T10:12:12.798,2023-04-03T10:05:28.446
592,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-04-03T09:52:56.427,2023-04-03T10:12:56.427,2023-04-03T09:52:56.427
592,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-04-03T10:12:56.427,2023-04-03T10:17:41.153,2023-04-03T10:12:56.427
592,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-04-03T10:17:41.153,2023-04-03T10:37:41.153,2023-04-03T10:17:41.153
595,Clerk-000003,Clerk,Check application form completeness,0,0.18,2023-04-03T10:30:00.000,2023-04-03T10:40:57.262,2023-04-03T10:30:00.000
586,Clerk-000005,Clerk,Approve application,0,0.08,2023-04-03T10:46:59.292,2023-04-03T10:51:59.292,2023-04-03T10:46:59.292
590,Clerk-000004,Clerk,Approve application,0,0.08,2023-04-03T10:48:14.643,2023-04-03T10:53:14.643,2023-04-03T10:48:14.643
595,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-04-03T10:40:57.262,2023-04-03T10:54:50.016,2023-04-03T10:40:57.262
591,Clerk-000008,Clerk,Reject application,0,0.17,2023-04-03T10:49:52.701,2023-04-03T10:59:52.701,2023-04-03T10:49:52.701
593,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-04-03T10:40:56.177,2023-04-03T11:00:56.177,2023-04-03T10:40:56.177
596,Clerk-000006,Clerk,Check application form completeness,0,0.03,2023-04-03T11:00:00.000,2023-04-03T11:02:05.301,2023-04-03T11:00:00.000
596,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T11:02:05.301,2023-04-03T11:03:55.752,2023-04-03T11:02:05.301
594,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-04-03T10:46:33.537,2023-04-03T11:06:33.537,2023-04-03T10:46:33.537
594,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-04-03T11:06:33.537,2023-04-03T11:10:23.852,2023-04-03T11:06:33.537
589,Clerk-000007,Clerk,Cancel application,0,0.08,2023-04-03T11:06:59.292,2023-04-03T11:11:59.292,2023-04-03T11:06:59.292
595,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-04-03T10:59:09.933,2023-04-03T11:19:09.933,2023-04-03T10:59:09.933
595,Loan Officer-000004,Loan Officer,Design loan offer,0,0.0,2023-04-03T11:19:09.933,2023-04-03T11:24:39.824,2023-04-03T11:19:09.933
594,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-04-03T11:10:23.852,2023-04-03T11:30:23.852,2023-04-03T11:10:23.852
592,Clerk-000002,Clerk,Cancel application,0,0.08,2023-04-03T11:37:41.153,2023-04-03T11:42:41.153,2023-04-03T11:37:41.153
595,Senior Officer-000002,Senior Officer,Approve loan offer,0,0.0,2023-04-03T11:24:39.824,2023-04-03T11:44:39.824,2023-04-03T11:24:39.824
597,Clerk-000003,Clerk,Check application form completeness,0,0.45,2023-04-03T11:30:00.000,2023-04-03T11:56:51.519,2023-04-03T11:30:00.000
597,Clerk-000005,Clerk,Return application back to applicant,0,0.08,2023-04-03T11:56:51.519,2023-04-03T12:01:51.519,2023-04-03T11:56:51.519
593,Clerk-000008,Clerk,Reject application,0,0.17,2023-04-03T12:00:56.177,2023-04-03T12:10:56.177,2023-04-03T12:00:56.177
596,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-04-03T11:54:47.095,2023-04-03T12:14:47.095,2023-04-03T11:54:47.095
598,Clerk-000004,Clerk,Check application form completeness,0,0.34,2023-04-03T12:00:00.000,2023-04-03T12:20:15.290,2023-04-03T12:00:00.000
598,Clerk-000006,Clerk,Return application back to applicant,0,0.08,2023-04-03T12:20:15.290,2023-04-03T12:25:15.290,2023-04-03T12:20:15.290
594,Clerk-000001,Clerk,Cancel application,0,0.08,2023-04-03T12:30:23.852,2023-04-03T12:35:23.852,2023-04-03T12:30:23.852
596,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-04-03T12:14:47.095,2023-04-03T12:38:07.191,2023-04-03T12:14:47.095
595,Clerk-000002,Clerk,Cancel application,0,0.08,2023-04-03T12:44:39.824,2023-04-03T12:49:39.824,2023-04-03T12:44:39.824
596,Senior Officer-000001,Senior Officer,Approve loan offer,0,0.0,2023-04-03T12:38:07.191,2023-04-03T12:58:07.191,2023-04-03T12:38:07.191
599,Clerk-000007,Clerk,Check application form completeness,0,0.5,2023-04-03T12:30:00.000,2023-04-03T13:00:16.540,2023-04-03T12:30:00.000
597,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-04-03T12:01:51.519,2023-04-03T13:01:51.519,2023-04-03T12:01:51.519
597,Clerk-000008,Clerk,Check application form completeness,0,0.4,2023-04-03T13:01:51.519,2023-04-03T13:25:49.734,2023-04-03T13:01:51.519
599,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-04-03T13:00:16.540,2023-04-03T13:31:45.058,2023-04-03T13:00:16.540
601,Clerk-000006,Clerk,Check application form completeness,0,0.31,2023-04-03T13:30:00.000,2023-04-03T13:48:42.743,2023-04-03T13:30:00.000
601,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-04-03T13:48:42.743,2023-04-03T13:50:39.610,2023-04-03T13:48:42.743
599,Loan Officer-000001,Loan Officer,Assess loan risk,0,0.0,2023-04-03T13:31:45.058,2023-04-03T13:51:45.058,2023-04-03T13:31:45.058
598,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-04-03T13:01:51.519,2023-04-03T14:01:51.519,2023-04-03T12:25:15.290
598,Clerk-000008,Clerk,Check application form completeness,0,0.01,2023-04-03T14:01:51.519,2023-04-03T14:02:29.646,2023-04-03T14:01:51.519
596,Clerk-000002,Clerk,Approve application,0,0.08,2023-04-03T13:58:07.191,2023-04-03T14:03:07.191,2023-04-03T13:58:07.191
598,Clerk-000005,Clerk,Return application back to applicant,0,0.08,2023-04-03T14:02:29.646,2023-04-03T14:07:29.646,2023-04-03T14:02:29.646
597,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T13:25:49.734,2023-04-03T14:12:55.633,2023-04-03T13:25:49.734
602,Clerk-000007,Clerk,Check application form completeness,0,0.23,2023-04-03T14:00:00.000,2023-04-03T14:13:33.301,2023-04-03T14:00:00.000
600,Clerk-000003,Clerk,Check application form completeness,0,1.31,2023-04-03T13:00:00.000,2023-04-03T14:18:40.279,2023-04-03T13:00:00.000
601,Loan Officer-000004,Loan Officer,Assess loan risk,0,0.0,2023-04-03T14:11:56.376,2023-04-03T14:31:56.376,2023-04-03T14:11:56.376
602,Appraiser-000002,Appraiser,Appraise property,0,0.0,2023-04-03T14:13:33.301,2023-04-03T14:36:38.259,2023-04-03T14:13:33.301
603,Clerk-000002,Clerk,Check application form completeness,0,0.37,2023-04-03T14:30:00.000,2023-04-03T14:52:16.620,2023-04-03T14:30:00.000
600,Appraiser-000001,Appraiser,Appraise property,0,0.0,2023-04-03T14:18:40.279,2023-04-03T14:59:17.535,2023-04-03T14:18:40.279
599,Clerk-000005,Clerk,Reject application,0,0.17,2023-04-03T14:51:45.058,2023-04-03T15:01:45.058,2023-04-03T14:51:45.058
598,Applicant-000001,Applicant,Applicant completes form,0,0.0,2023-04-03T14:07:29.646,2023-04-03T15:07:29.646,2023-04-03T14:07:29.646
598,Clerk-000003,Clerk,Check application form completeness,0,0.05,2023-04-03T15:07:29.646,2023-04-03T15:10:31.130,2023-04-03T15:07:29.646
600,Loan Officer-000003,Loan Officer,Assess loan risk,0,0.0,2023-04-03T14:59:17.535,2023-04-03T15:19:17.535,2023-04-03T14:59:17.535
600,Loan Officer-000002,Loan Officer,Design loan offer,0,0.0,2023-04-03T15:19:17.535,2023-04-03T15:25:42.241,2023-04-03T15:19:17.535
