case_id,resource,role,activity,start_time,end_time,enabled_time,age,priority
490,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-23T14:35:47.436,2023-03-23T14:55:47.436,2023-03-23T14:35:47.436,38,low
488,Clerk-000003,Clerk,Cancel application,2023-03-24T07:00:00.000,2023-03-24T07:05:00.000,2023-03-23T15:05:23.384,56,medium
489,Clerk-000005,Clerk,Cancel application,2023-03-24T07:00:00.000,2023-03-24T07:05:00.000,2023-03-23T15:15:00.194,60,medium
490,Clerk-000001,Clerk,Approve application,2023-03-24T07:00:00.000,2023-03-24T07:05:00.000,2023-03-23T15:55:47.436,59,low
493,Clerk-000004,Clerk,Check credit history,2023-03-23T14:30:21.526,2023-03-24T07:20:15.272,2023-03-23T14:30:21.526,19,low
494,Clerk-000007,Clerk,Check application form completeness,2023-03-24T07:00:00.000,2023-03-24T07:32:13.792,2023-03-23T15:00:00.000,58,low
494,Appraiser-000002,Appraiser,Appraise property,2023-03-24T07:32:13.792,2023-03-24T07:34:21.019,2023-03-24T07:32:13.792,38,low
492,Clerk-000006,Clerk,Check credit history,2023-03-23T14:16:00.882,2023-03-24T07:38:41.246,2023-03-23T14:16:00.882,32,medium
493,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T07:20:15.272,2023-03-24T07:40:15.272,2023-03-24T07:20:15.272,34,low
492,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-24T07:38:41.246,2023-03-24T07:58:41.246,2023-03-24T07:38:41.246,30,medium
491,Clerk-000002,Clerk,Check credit history,2023-03-23T13:51:35.516,2023-03-24T08:14:02.973,2023-03-23T13:51:35.516,48,high
496,Clerk-000005,Clerk,Check application form completeness,2023-03-24T08:00:00.000,2023-03-24T08:25:38.004,2023-03-24T08:00:00.000,33,medium
495,Clerk-000008,Clerk,Check application form completeness,2023-03-24T07:30:00.000,2023-03-24T08:31:24.637,2023-03-24T07:30:00.000,51,high
491,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-24T08:14:02.973,2023-03-24T08:34:02.973,2023-03-24T08:14:02.973,36,high
495,Clerk-000007,Clerk,Check credit history,2023-03-24T08:31:24.637,2023-03-24T08:35:50.322,2023-03-24T08:31:24.637,45,high
496,Appraiser-000001,Appraiser,Appraise property,2023-03-24T08:25:38.004,2023-03-24T08:36:27.891,2023-03-24T08:25:38.004,21,medium
497,Clerk-000004,Clerk,Check application form completeness,2023-03-24T08:30:00.000,2023-03-24T08:38:41.781,2023-03-24T08:30:00.000,52,medium
497,Appraiser-000001,Appraiser,Appraise property,2023-03-24T08:38:41.781,2023-03-24T08:44:20.981,2023-03-24T08:38:41.781,30,medium
494,Clerk-000003,Clerk,Check credit history,2023-03-24T07:32:13.792,2023-03-24T08:47:38.785,2023-03-24T07:32:13.792,27,low
493,Clerk-000002,Clerk,Reject application,2023-03-24T08:40:15.272,2023-03-24T08:50:15.272,2023-03-24T08:40:15.272,39,low
497,Clerk-000006,Clerk,Check credit history,2023-03-24T08:38:41.781,2023-03-24T08:54:24.490,2023-03-24T08:38:41.781,33,medium
495,Appraiser-000002,Appraiser,Appraise property,2023-03-24T08:31:24.637,2023-03-24T08:56:53.018,2023-03-24T08:31:24.637,42,high
496,AML Investigator-000002,AML Investigator,AML check,2023-03-24T08:25:38.004,2023-03-24T08:57:33.180,2023-03-24T08:25:38.004,50,medium
492,Clerk-000005,Clerk,Reject application,2023-03-24T08:58:41.246,2023-03-24T09:08:41.246,2023-03-24T08:58:41.246,31,medium
491,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-24T08:34:02.973,2023-03-24T09:10:35.905,2023-03-24T08:34:02.973,36,high
495,AML Investigator-000002,AML Investigator,AML check,2023-03-24T08:57:33.180,2023-03-24T09:11:57.010,2023-03-24T08:31:24.637,43,high
498,Clerk-000008,Clerk,Check application form completeness,2023-03-24T09:00:00.000,2023-03-24T09:18:49.001,2023-03-24T09:00:00.000,55,low
491,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-24T09:10:35.905,2023-03-24T09:30:35.905,2023-03-24T09:10:35.905,18,high
499,Clerk-000004,Clerk,Check application form completeness,2023-03-24T09:30:00.000,2023-03-24T09:31:52.985,2023-03-24T09:30:00.000,23,low
495,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T09:11:57.010,2023-03-24T09:31:57.010,2023-03-24T09:11:57.010,54,high
495,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-24T09:31:57.010,2023-03-24T09:31:59.328,2023-03-24T09:31:57.010,21,high
497,AML Investigator-000002,AML Investigator,AML check,2023-03-24T09:11:57.010,2023-03-24T09:32:36.779,2023-03-24T08:38:41.781,49,medium
498,Clerk-000007,Clerk,Check credit history,2023-03-24T09:18:49.001,2023-03-24T09:35:10.653,2023-03-24T09:18:49.001,48,low
499,Clerk-000003,Clerk,Check credit history,2023-03-24T09:31:52.985,2023-03-24T09:49:30.546,2023-03-24T09:31:52.985,51,low
495,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-24T09:31:59.328,2023-03-24T09:51:59.328,2023-03-24T09:31:59.328,59,high
497,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-24T09:32:36.779,2023-03-24T09:52:36.779,2023-03-24T09:32:36.779,56,medium
497,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-24T09:52:36.779,2023-03-24T09:55:06.010,2023-03-24T09:52:36.779,58,medium
494,AML Investigator-000001,AML Investigator,AML check,2023-03-24T07:32:13.792,2023-03-24T10:02:05.025,2023-03-24T07:32:13.792,24,low
498,AML Investigator-000002,AML Investigator,AML check,2023-03-24T09:32:36.779,2023-03-24T10:03:44.521,2023-03-24T09:18:49.001,22,low
499,Appraiser-000002,Appraiser,Appraise property,2023-03-24T09:31:52.985,2023-03-24T10:11:21.329,2023-03-24T09:31:52.985,32,low
497,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-24T09:55:06.010,2023-03-24T10:15:06.010,2023-03-24T09:55:06.010,48,medium
500,Clerk-000002,Clerk,Check application form completeness,2023-03-24T10:00:00.000,2023-03-24T10:16:35.001,2023-03-24T10:00:00.000,42,high
494,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T10:02:05.025,2023-03-24T10:22:05.025,2023-03-24T10:02:05.025,40,low
500,AML Investigator-000002,AML Investigator,AML check,2023-03-24T10:16:35.001,2023-03-24T10:23:31.032,2023-03-24T10:16:35.001,48,high
494,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-24T10:22:05.025,2023-03-24T10:25:21.779,2023-03-24T10:22:05.025,62,low
499,AML Investigator-000001,AML Investigator,AML check,2023-03-24T10:02:05.025,2023-03-24T10:31:10.857,2023-03-24T09:31:52.985,29,low
500,Appraiser-000002,Appraiser,Appraise property,2023-03-24T10:16:35.001,2023-03-24T10:31:29.105,2023-03-24T10:16:35.001,54,high
491,Clerk-000008,Clerk,Approve application,2023-03-24T10:30:35.905,2023-03-24T10:35:35.905,2023-03-24T10:30:35.905,61,high
494,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-24T10:25:21.779,2023-03-24T10:45:21.779,2023-03-24T10:25:21.779,22,low
499,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-24T10:31:10.857,2023-03-24T10:51:10.857,2023-03-24T10:31:10.857,58,low
495,Clerk-000004,Clerk,Approve application,2023-03-24T10:51:59.328,2023-03-24T10:56:59.328,2023-03-24T10:51:59.328,57,high
496,Clerk-000001,Clerk,Check credit history,2023-03-24T08:25:38.004,2023-03-24T11:03:11.818,2023-03-24T08:25:38.004,65,medium
499,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-24T10:51:10.857,2023-03-24T11:06:08.681,2023-03-24T10:51:10.857,40,low
497,Clerk-000003,Clerk,Cancel application,2023-03-24T11:15:06.010,2023-03-24T11:20:06.010,2023-03-24T11:15:06.010,48,medium
496,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T11:03:11.818,2023-03-24T11:23:11.818,2023-03-24T11:03:11.818,50,medium
499,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-24T11:06:08.681,2023-03-24T11:26:08.681,2023-03-24T11:06:08.681,60,low
500,Clerk-000006,Clerk,Check credit history,2023-03-24T10:16:35.001,2023-03-24T11:27:58.536,2023-03-24T10:16:35.001,35,high
496,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-24T11:23:11.818,2023-03-24T11:31:52.703,2023-03-24T11:23:11.818,28,medium
500,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-24T11:27:58.536,2023-03-24T11:47:58.536,2023-03-24T11:27:58.536,40,high
494,Clerk-000008,Clerk,Cancel application,2023-03-24T11:45:21.779,2023-03-24T11:50:21.779,2023-03-24T11:45:21.779,46,low
496,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-24T11:31:52.703,2023-03-24T11:51:52.703,2023-03-24T11:31:52.703,53,medium
498,Appraiser-000001,Appraiser,Appraise property,2023-03-24T09:18:49.001,2023-03-24T11:54:07.922,2023-03-24T09:18:49.001,53,low
502,Clerk-000007,Clerk,Check application form completeness,2023-03-24T11:00:00.000,2023-03-24T11:55:50.045,2023-03-24T11:00:00.000,47,low
501,Clerk-000005,Clerk,Check application form completeness,2023-03-24T10:30:00.000,2023-03-24T11:59:32.487,2023-03-24T10:30:00.000,28,low
503,Clerk-000002,Clerk,Check application form completeness,2023-03-24T11:30:00.000,2023-03-24T12:01:38.141,2023-03-24T11:30:00.000,30,medium
502,Clerk-000004,Clerk,Check credit history,2023-03-24T11:55:50.045,2023-03-24T12:04:53.329,2023-03-24T11:55:50.045,45,low
502,AML Investigator-000002,AML Investigator,AML check,2023-03-24T11:55:50.045,2023-03-24T12:08:25.400,2023-03-24T11:55:50.045,29,low
501,Appraiser-000001,Appraiser,Appraise property,2023-03-24T11:59:32.487,2023-03-24T12:08:42.321,2023-03-24T11:59:32.487,45,low
504,Clerk-000003,Clerk,Check application form completeness,2023-03-24T12:00:00.000,2023-03-24T12:09:11.203,2023-03-24T12:00:00.000,41,low
503,AML Investigator-000002,AML Investigator,AML check,2023-03-24T12:08:25.400,2023-03-24T12:13:06.371,2023-03-24T12:01:38.141,37,medium
498,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-24T11:54:07.922,2023-03-24T12:14:07.922,2023-03-24T11:54:07.922,60,low
503,Clerk-000006,Clerk,Check credit history,2023-03-24T12:01:38.141,2023-03-24T12:23:07.711,2023-03-24T12:01:38.141,35,medium
501,Clerk-000001,Clerk,Check credit history,2023-03-24T11:59:32.487,2023-03-24T12:27:26.178,2023-03-24T11:59:32.487,53,low
499,Clerk-000007,Clerk,Cancel application,2023-03-24T12:26:08.681,2023-03-24T12:31:08.681,2023-03-24T12:26:08.681,30,low
502,Appraiser-000002,Appraiser,Appraise property,2023-03-24T11:55:50.045,2023-03-24T12:43:30.599,2023-03-24T11:55:50.045,59,low
504,Clerk-000008,Clerk,Check credit history,2023-03-24T12:09:11.203,2023-03-24T12:43:43.893,2023-03-24T12:09:11.203,41,low
505,Clerk-000005,Clerk,Check application form completeness,2023-03-24T12:30:00.000,2023-03-24T12:47:16.624,2023-03-24T12:30:00.000,41,low
504,AML Investigator-000002,AML Investigator,AML check,2023-03-24T12:13:06.371,2023-03-24T12:49:19.435,2023-03-24T12:09:11.203,60,low
496,Clerk-000003,Clerk,Cancel application,2023-03-24T12:51:52.703,2023-03-24T12:56:52.703,2023-03-24T12:51:52.703,33,medium
500,Clerk-000004,Clerk,Reject application,2023-03-24T12:47:58.536,2023-03-24T12:57:58.536,2023-03-24T12:47:58.536,42,high
505,Clerk-000002,Clerk,Check credit history,2023-03-24T12:47:16.624,2023-03-24T13:02:18.567,2023-03-24T12:47:16.624,34,low
502,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T12:43:30.599,2023-03-24T13:03:30.599,2023-03-24T12:43:30.599,18,low
505,AML Investigator-000002,AML Investigator,AML check,2023-03-24T12:49:19.435,2023-03-24T13:04:29.604,2023-03-24T12:47:16.624,31,low
504,Appraiser-000002,Appraiser,Appraise property,2023-03-24T12:43:30.599,2023-03-24T13:07:35.628,2023-03-24T12:09:11.203,47,low
505,Appraiser-000002,Appraiser,Appraise property,2023-03-24T13:07:35.628,2023-03-24T13:07:40.451,2023-03-24T12:47:16.624,37,low
506,Clerk-000006,Clerk,Check application form completeness,2023-03-24T13:00:00.000,2023-03-24T13:17:36.022,2023-03-24T13:00:00.000,56,high
498,Clerk-000001,Clerk,Reject application,2023-03-24T13:14:07.922,2023-03-24T13:24:07.922,2023-03-24T13:14:07.922,65,low
506,Appraiser-000002,Appraiser,Appraise property,2023-03-24T13:17:36.022,2023-03-24T13:26:21.099,2023-03-24T13:17:36.022,56,high
501,AML Investigator-000001,AML Investigator,AML check,2023-03-24T11:59:32.487,2023-03-24T13:27:03.208,2023-03-24T11:59:32.487,48,low
506,Clerk-000007,Clerk,Check credit history,2023-03-24T13:17:36.022,2023-03-24T13:27:11.968,2023-03-24T13:17:36.022,31,high
504,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-24T13:07:35.628,2023-03-24T13:27:35.628,2023-03-24T13:07:35.628,57,low
505,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-24T13:07:40.451,2023-03-24T13:27:40.451,2023-03-24T13:07:40.451,19,low
507,Clerk-000008,Clerk,Check application form completeness,2023-03-24T13:30:00.000,2023-03-24T13:44:13.949,2023-03-24T13:30:00.000,18,low
507,Appraiser-000002,Appraiser,Appraise property,2023-03-24T13:44:13.949,2023-03-24T13:44:22.609,2023-03-24T13:44:13.949,43,low
501,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-24T13:27:03.208,2023-03-24T13:47:03.208,2023-03-24T13:27:03.208,56,low
503,Appraiser-000001,Appraiser,Appraise property,2023-03-24T12:08:42.321,2023-03-24T13:54:16.851,2023-03-24T12:01:38.141,50,medium
506,AML Investigator-000002,AML Investigator,AML check,2023-03-24T13:17:36.022,2023-03-24T13:56:56.458,2023-03-24T13:17:36.022,40,high
507,AML Investigator-000001,AML Investigator,AML check,2023-03-24T13:44:13.949,2023-03-24T14:04:21.953,2023-03-24T13:44:13.949,23,low
502,Clerk-000004,Clerk,Reject application,2023-03-24T14:03:30.599,2023-03-24T14:13:30.599,2023-03-24T14:03:30.599,19,low
503,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-24T13:54:16.851,2023-03-24T14:14:16.851,2023-03-24T13:54:16.851,36,medium
506,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-24T13:56:56.458,2023-03-24T14:16:56.458,2023-03-24T13:56:56.458,53,high
508,Clerk-000003,Clerk,Check application form completeness,2023-03-24T14:00:00.000,2023-03-24T14:33:38.333,2023-03-24T14:00:00.000,34,high
504,Clerk-000002,Clerk,Reject application,2023-03-24T14:27:35.628,2023-03-24T14:37:35.628,2023-03-24T14:27:35.628,42,low
505,Clerk-000006,Clerk,Reject application,2023-03-24T14:27:40.451,2023-03-24T14:37:40.451,2023-03-24T14:27:40.451,32,low
506,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-24T14:16:56.458,2023-03-24T14:38:42.647,2023-03-24T14:16:56.458,23,high
508,Clerk-000007,Clerk,Check credit history,2023-03-24T14:33:38.333,2023-03-24T14:39:30.811,2023-03-24T14:33:38.333,44,high
508,Appraiser-000002,Appraiser,Appraise property,2023-03-24T14:33:38.333,2023-03-24T14:40:58.096,2023-03-24T14:33:38.333,54,high
509,Clerk-000001,Clerk,Check application form completeness,2023-03-24T14:30:00.000,2023-03-24T14:42:37.946,2023-03-24T14:30:00.000,37,high
509,AML Investigator-000001,AML Investigator,AML check,2023-03-24T14:42:37.946,2023-03-24T14:47:16.615,2023-03-24T14:42:37.946,25,high
501,Clerk-000004,Clerk,Reject application,2023-03-24T14:47:03.208,2023-03-24T14:57:03.208,2023-03-24T14:47:03.208,43,low
506,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-24T14:38:42.647,2023-03-24T14:58:42.647,2023-03-24T14:38:42.647,19,high
509,Clerk-000008,Clerk,Check credit history,2023-03-24T14:42:37.946,2023-03-27T08:04:15.151,2023-03-24T14:42:37.946,46,high
506,Clerk-000006,Clerk,Approve application,2023-03-27T08:00:00.000,2023-03-27T08:05:00.000,2023-03-24T15:58:42.647,30,high
503,Clerk-000002,Clerk,Reject application,2023-03-27T08:00:00.000,2023-03-27T08:10:00.000,2023-03-24T15:14:16.851,18,medium
508,AML Investigator-000002,AML Investigator,AML check,2023-03-24T14:33:38.333,2023-03-27T08:14:45.762,2023-03-24T14:33:38.333,56,high
507,Clerk-000005,Clerk,Check credit history,2023-03-24T13:44:13.949,2023-03-27T08:15:24.293,2023-03-24T13:44:13.949,40,low
511,Clerk-000007,Clerk,Check application form completeness,2023-03-27T08:30:00.000,2023-03-27T08:34:45.356,2023-03-27T08:30:00.000,38,medium
508,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T08:14:45.762,2023-03-27T08:34:45.762,2023-03-27T08:14:45.762,21,high
507,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-27T08:15:24.293,2023-03-27T08:35:24.293,2023-03-27T08:15:24.293,56,low
508,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-27T08:34:45.762,2023-03-27T08:36:25.898,2023-03-27T08:34:45.762,50,high
509,Appraiser-000001,Appraiser,Appraise property,2023-03-24T14:42:37.946,2023-03-27T08:41:50.182,2023-03-24T14:42:37.946,37,high
511,Clerk-000001,Clerk,Check credit history,2023-03-27T08:34:45.356,2023-03-27T08:42:14.244,2023-03-27T08:34:45.356,49,medium
507,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-27T08:35:24.293,2023-03-27T08:42:30.834,2023-03-27T08:35:24.293,33,low
510,Clerk-000003,Clerk,Check application form completeness,2023-03-27T08:00:00.000,2023-03-27T08:50:47.762,2023-03-24T15:00:00.000,49,high
508,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T08:36:25.898,2023-03-27T08:56:25.898,2023-03-27T08:36:25.898,56,high
509,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T08:41:50.182,2023-03-27T09:01:50.182,2023-03-27T08:41:50.182,55,high
510,AML Investigator-000002,AML Investigator,AML check,2023-03-27T08:50:47.762,2023-03-27T09:02:06.135,2023-03-27T08:50:47.762,46,high
507,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T08:42:30.834,2023-03-27T09:02:30.834,2023-03-27T08:42:30.834,31,low
510,Appraiser-000001,Appraiser,Appraise property,2023-03-27T08:50:47.762,2023-03-27T09:13:25.174,2023-03-27T08:50:47.762,20,high
509,Loan Officer-000004,Loan Officer,Design loan offer,2023-03-27T09:01:50.182,2023-03-27T09:16:28.790,2023-03-27T09:01:50.182,51,high
511,Appraiser-000002,Appraiser,Appraise property,2023-03-27T08:34:45.356,2023-03-27T09:22:01.511,2023-03-27T08:34:45.356,56,medium
509,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T09:16:28.790,2023-03-27T09:36:28.790,2023-03-27T09:16:28.790,52,high
512,Clerk-000008,Clerk,Check application form completeness,2023-03-27T09:00:00.000,2023-03-27T09:42:41.914,2023-03-27T09:00:00.000,33,medium
513,Clerk-000006,Clerk,Check application form completeness,2023-03-27T09:30:00.000,2023-03-27T09:43:24.183,2023-03-27T09:30:00.000,21,high
511,AML Investigator-000001,AML Investigator,AML check,2023-03-27T08:34:45.356,2023-03-27T09:44:30.306,2023-03-27T08:34:45.356,53,medium
512,AML Investigator-000002,AML Investigator,AML check,2023-03-27T09:42:41.914,2023-03-27T09:48:22.155,2023-03-27T09:42:41.914,26,medium
513,Appraiser-000002,Appraiser,Appraise property,2023-03-27T09:43:24.183,2023-03-27T09:57:10.895,2023-03-27T09:43:24.183,48,high
513,AML Investigator-000001,AML Investigator,AML check,2023-03-27T09:44:30.306,2023-03-27T09:57:50.306,2023-03-27T09:43:24.183,24,high
512,Appraiser-000001,Appraiser,Appraise property,2023-03-27T09:42:41.914,2023-03-27T09:58:54.554,2023-03-27T09:42:41.914,43,medium
513,Clerk-000005,Clerk,Check credit history,2023-03-27T09:43:24.183,2023-03-27T10:00:18.556,2023-03-27T09:43:24.183,65,high
508,Clerk-000007,Clerk,Approve application,2023-03-27T09:56:25.898,2023-03-27T10:01:25.898,2023-03-27T09:56:25.898,49,high
511,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-27T09:44:30.306,2023-03-27T10:04:30.306,2023-03-27T09:44:30.306,63,medium
510,Clerk-000004,Clerk,Check credit history,2023-03-27T08:50:47.762,2023-03-27T10:05:24.155,2023-03-27T08:50:47.762,54,high
511,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-27T10:04:30.306,2023-03-27T10:06:02.692,2023-03-27T10:04:30.306,31,medium
507,Clerk-000003,Clerk,Approve application,2023-03-27T10:02:30.834,2023-03-27T10:07:30.834,2023-03-27T10:02:30.834,19,low
514,Clerk-000001,Clerk,Check application form completeness,2023-03-27T10:00:00.000,2023-03-27T10:19:39.491,2023-03-27T10:00:00.000,65,low
513,Loan Officer-000002,Loan Officer,Assess loan risk,2023-03-27T10:00:18.556,2023-03-27T10:20:18.556,2023-03-27T10:00:18.556,41,high
514,Clerk-000008,Clerk,Check credit history,2023-03-27T10:19:39.491,2023-03-27T10:20:45.451,2023-03-27T10:19:39.491,34,low
510,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-27T10:05:24.155,2023-03-27T10:25:24.155,2023-03-27T10:05:24.155,30,high
511,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T10:06:02.692,2023-03-27T10:26:02.692,2023-03-27T10:06:02.692,20,medium
513,Loan Officer-000003,Loan Officer,Design loan offer,2023-03-27T10:20:18.556,2023-03-27T10:28:34.382,2023-03-27T10:20:18.556,21,high
514,Appraiser-000002,Appraiser,Appraise property,2023-03-27T10:19:39.491,2023-03-27T10:31:56.839,2023-03-27T10:19:39.491,33,low
509,Clerk-000005,Clerk,Approve application,2023-03-27T10:36:28.790,2023-03-27T10:41:28.790,2023-03-27T10:36:28.790,22,high
515,Clerk-000006,Clerk,Check application form completeness,2023-03-27T10:30:00.000,2023-03-27T10:42:50.864,2023-03-27T10:30:00.000,45,high
514,AML Investigator-000002,AML Investigator,AML check,2023-03-27T10:19:39.491,2023-03-27T10:43:19.837,2023-03-27T10:19:39.491,50,low
515,Clerk-000007,Clerk,Check credit history,2023-03-27T10:42:50.864,2023-03-27T10:47:21.381,2023-03-27T10:42:50.864,39,high
513,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T10:28:34.382,2023-03-27T10:48:34.382,2023-03-27T10:28:34.382,31,high
514,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T10:43:19.837,2023-03-27T11:03:19.837,2023-03-27T10:43:19.837,63,low
514,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-27T11:03:19.837,2023-03-27T11:09:30.324,2023-03-27T11:03:19.837,41,low
516,Clerk-000004,Clerk,Check application form completeness,2023-03-27T11:00:00.000,2023-03-27T11:25:27.439,2023-03-27T11:00:00.000,22,low
516,AML Investigator-000002,AML Investigator,AML check,2023-03-27T11:25:27.439,2023-03-27T11:28:31.157,2023-03-27T11:25:27.439,37,low
515,Appraiser-000001,Appraiser,Appraise property,2023-03-27T10:42:50.864,2023-03-27T11:28:54.742,2023-03-27T10:42:50.864,59,high
514,Senior Officer-000001,Senior Officer,Approve loan offer,2023-03-27T11:09:30.324,2023-03-27T11:29:30.324,2023-03-27T11:09:30.324,33,low
511,Clerk-000008,Clerk,Approve application,2023-03-27T11:26:02.692,2023-03-27T11:31:02.692,2023-03-27T11:26:02.692,40,medium
516,Clerk-000001,Clerk,Check credit history,2023-03-27T11:25:27.439,2023-03-27T11:32:05.637,2023-03-27T11:25:27.439,43,low
512,Clerk-000002,Clerk,Check credit history,2023-03-27T09:42:41.914,2023-03-27T11:35:01.802,2023-03-27T09:42:41.914,46,medium
510,Clerk-000003,Clerk,Reject application,2023-03-27T11:25:24.155,2023-03-27T11:35:24.155,2023-03-27T11:25:24.155,49,high
517,Clerk-000005,Clerk,Check application form completeness,2023-03-27T11:30:00.000,2023-03-27T11:42:26.015,2023-03-27T11:30:00.000,55,medium
515,AML Investigator-000001,AML Investigator,AML check,2023-03-27T10:42:50.864,2023-03-27T11:44:02.381,2023-03-27T10:42:50.864,58,high
516,Appraiser-000002,Appraiser,Appraise property,2023-03-27T11:25:27.439,2023-03-27T11:47:39.462,2023-03-27T11:25:27.439,40,low
513,Clerk-000007,Clerk,Cancel application,2023-03-27T11:48:34.382,2023-03-27T11:53:34.382,2023-03-27T11:48:34.382,34,high
512,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-27T11:35:01.802,2023-03-27T11:55:01.802,2023-03-27T11:35:01.802,33,medium
517,Appraiser-000001,Appraiser,Appraise property,2023-03-27T11:42:26.015,2023-03-27T11:57:25.264,2023-03-27T11:42:26.015,38,medium
517,AML Investigator-000002,AML Investigator,AML check,2023-03-27T11:42:26.015,2023-03-27T11:58:36.434,2023-03-27T11:42:26.015,33,medium
515,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-27T11:44:02.381,2023-03-27T12:04:02.381,2023-03-27T11:44:02.381,54,high
518,Clerk-000004,Clerk,Check application form completeness,2023-03-27T12:00:00.000,2023-03-27T12:04:15.559,2023-03-27T12:00:00.000,31,medium
516,Loan Officer-000001,Loan Officer,Assess loan risk,2023-03-27T11:47:39.462,2023-03-27T12:07:39.462,2023-03-27T11:47:39.462,42,low
515,Loan Officer-000002,Loan Officer,Design loan offer,2023-03-27T12:04:02.381,2023-03-27T12:15:15.763,2023-03-27T12:04:02.381,46,high
518,Clerk-000008,Clerk,Check credit history,2023-03-27T12:04:15.559,2023-03-27T12:16:31.302,2023-03-27T12:04:15.559,25,medium
518,AML Investigator-000001,AML Investigator,AML check,2023-03-27T12:04:15.559,2023-03-27T12:29:12.719,2023-03-27T12:04:15.559,18,medium
514,Clerk-000001,Clerk,Cancel application,2023-03-27T12:29:30.324,2023-03-27T12:34:30.324,2023-03-27T12:29:30.324,41,low
515,Senior Officer-000002,Senior Officer,Approve loan offer,2023-03-27T12:15:15.763,2023-03-27T12:35:15.763,2023-03-27T12:15:15.763,51,high
519,Clerk-000002,Clerk,Check application form completeness,2023-03-27T12:30:00.000,2023-03-27T12:36:26.382,2023-03-27T12:30:00.000,62,high
518,Appraiser-000002,Appraiser,Appraise property,2023-03-27T12:04:15.559,2023-03-27T12:43:41.309,2023-03-27T12:04:15.559,34,medium
517,Clerk-000006,Clerk,Check credit history,2023-03-27T11:42:26.015,2023-03-27T12:55:14.385,2023-03-27T11:42:26.015,39,medium
519,Clerk-000003,Clerk,Check credit history,2023-03-27T12:36:26.382,2023-03-27T12:59:53.714,2023-03-27T12:36:26.382,64,high
518,Loan Officer-000004,Loan Officer,Assess loan risk,2023-03-27T12:43:41.309,2023-03-27T13:03:41.309,2023-03-27T12:43:41.309,32,medium
512,Clerk-000005,Clerk,Reject application,2023-03-27T12:55:01.802,2023-03-27T13:05:01.802,2023-03-27T12:55:01.802,25,medium
519,Appraiser-000001,Appraiser,Appraise property,2023-03-27T12:36:26.382,2023-03-27T13:10:04.652,2023-03-27T12:36:26.382,38,high
518,Loan Officer-000001,Loan Officer,Design loan offer,2023-03-27T13:03:41.309,2023-03-27T13:13:12.639,2023-03-27T13:03:41.309,41,medium
517,Loan Officer-000003,Loan Officer,Assess loan risk,2023-03-27T12:55:14.385,2023-03-27T13:15:14.385,2023-03-27T12:55:14.385,19,medium
516,Clerk-000004,Clerk,Reject application,2023-03-27T13:07:39.462,2023-03-27T13:17:39.462,2023-03-27T13:07:39.462,51,low
